date,type_of_data,firm,Variable,Value
2020-12-31,prices,VCN,Adjusted Price,34.715679
2021-01-04,prices,VCN,Adjusted Price,34.884346
2021-01-05,prices,VCN,Adjusted Price,35.241524
2021-01-06,prices,VCN,Adjusted Price,35.549095
2021-01-07,prices,VCN,Adjusted Price,35.965797
2021-01-08,prices,VCN,Adjusted Price,35.975719
2021-01-11,prices,VCN,Adjusted Price,35.787209
2021-01-12,prices,VCN,Adjusted Price,35.896347
2021-01-13,prices,VCN,Adjusted Price,35.807053
2021-01-14,prices,VCN,Adjusted Price,35.836819
2021-01-15,prices,VCN,Adjusted Price,35.757446
2021-01-18,prices,VCN,Adjusted Price,35.836819
2021-01-19,prices,VCN,Adjusted Price,35.846741
2021-01-20,prices,VCN,Adjusted Price,35.945953
2021-01-21,prices,VCN,Adjusted Price,35.74752
2021-01-22,prices,VCN,Adjusted Price,35.60862
2021-01-25,prices,VCN,Adjusted Price,35.717758
2021-01-26,prices,VCN,Adjusted Price,35.479637
2021-01-27,prices,VCN,Adjusted Price,34.765285
2021-01-28,prices,VCN,Adjusted Price,35.241524
2021-01-29,prices,VCN,Adjusted Price,34.656147
2021-02-01,prices,VCN,Adjusted Price,35.301052
2021-02-02,prices,VCN,Adjusted Price,35.668152
2021-02-03,prices,VCN,Adjusted Price,35.816975
2021-02-04,prices,VCN,Adjusted Price,36.055092
2021-02-05,prices,VCN,Adjusted Price,36.243603
2021-02-08,prices,VCN,Adjusted Price,36.640469
2021-02-09,prices,VCN,Adjusted Price,36.799213
2021-02-10,prices,VCN,Adjusted Price,36.908352
2021-02-11,prices,VCN,Adjusted Price,36.799213
2021-02-12,prices,VCN,Adjusted Price,36.957958
2021-02-16,prices,VCN,Adjusted Price,37.01749
2021-02-17,prices,VCN,Adjusted Price,36.819057
2021-02-18,prices,VCN,Adjusted Price,36.580936
2021-02-19,prices,VCN,Adjusted Price,36.809132
2021-02-22,prices,VCN,Adjusted Price,36.898426
2021-02-23,prices,VCN,Adjusted Price,36.699997
2021-02-24,prices,VCN,Adjusted Price,37.067097
2021-02-25,prices,VCN,Adjusted Price,36.53133
2021-02-26,prices,VCN,Adjusted Price,36.16423
2021-03-01,prices,VCN,Adjusted Price,36.709919
2021-03-02,prices,VCN,Adjusted Price,36.957958
2021-03-03,prices,VCN,Adjusted Price,36.769451
2021-03-04,prices,VCN,Adjusted Price,36.392429
2021-03-05,prices,VCN,Adjusted Price,36.91827
2021-03-08,prices,VCN,Adjusted Price,37.086941
2021-03-09,prices,VCN,Adjusted Price,37.33498
2021-03-10,prices,VCN,Adjusted Price,37.543335
2021-03-11,prices,VCN,Adjusted Price,37.870743
2021-03-12,prices,VCN,Adjusted Price,37.890587
2021-03-15,prices,VCN,Adjusted Price,38.118782
2021-03-16,prices,VCN,Adjusted Price,37.940197
2021-03-17,prices,VCN,Adjusted Price,38.168396
2021-03-18,prices,VCN,Adjusted Price,37.880669
2021-03-19,prices,VCN,Adjusted Price,37.900513
2021-03-22,prices,VCN,Adjusted Price,37.831062
2021-03-23,prices,VCN,Adjusted Price,37.573097
2021-03-24,prices,VCN,Adjusted Price,37.493725
2021-03-25,prices,VCN,Adjusted Price,37.563175
2021-03-26,prices,VCN,Adjusted Price,37.761608
2021-03-29,prices,VCN,Adjusted Price,37.692158
2021-03-30,prices,VCN,Adjusted Price,37.711998
2021-03-31,prices,VCN,Adjusted Price,37.66
2021-04-01,prices,VCN,Adjusted Price,38.27
2021-04-05,prices,VCN,Adjusted Price,38.360001
2021-04-06,prices,VCN,Adjusted Price,38.529999
2021-04-07,prices,VCN,Adjusted Price,38.59
2021-04-08,prices,VCN,Adjusted Price,38.75
2021-04-09,prices,VCN,Adjusted Price,38.779999
2021-04-12,prices,VCN,Adjusted Price,38.73
2021-04-13,prices,VCN,Adjusted Price,38.73
2021-04-14,prices,VCN,Adjusted Price,38.669998
2021-04-15,prices,VCN,Adjusted Price,38.990002
2021-04-16,prices,VCN,Adjusted Price,39.02
2021-04-19,prices,VCN,Adjusted Price,38.75
2021-04-20,prices,VCN,Adjusted Price,38.41
2021-04-21,prices,VCN,Adjusted Price,38.630001
2021-04-22,prices,VCN,Adjusted Price,38.41
2021-04-23,prices,VCN,Adjusted Price,38.560001
2021-04-26,prices,VCN,Adjusted Price,38.700001
2021-04-27,prices,VCN,Adjusted Price,38.720001
2021-04-28,prices,VCN,Adjusted Price,39.080002
2021-04-29,prices,VCN,Adjusted Price,38.900002
2021-04-30,prices,VCN,Adjusted Price,38.57
2021-05-03,prices,VCN,Adjusted Price,38.799999
2021-05-04,prices,VCN,Adjusted Price,38.790001
2021-05-05,prices,VCN,Adjusted Price,39.009998
2021-05-06,prices,VCN,Adjusted Price,38.990002
2021-05-07,prices,VCN,Adjusted Price,39.349998
2021-05-10,prices,VCN,Adjusted Price,39.16
2021-05-11,prices,VCN,Adjusted Price,38.970001
2021-05-12,prices,VCN,Adjusted Price,38.619999
2021-05-13,prices,VCN,Adjusted Price,38.740002
2021-05-14,prices,VCN,Adjusted Price,39.200001
2021-05-17,prices,VCN,Adjusted Price,39.41
2021-05-18,prices,VCN,Adjusted Price,39.470001
2021-05-19,prices,VCN,Adjusted Price,39.290001
2021-05-20,prices,VCN,Adjusted Price,39.540001
2021-05-21,prices,VCN,Adjusted Price,39.529999
2021-05-25,prices,VCN,Adjusted Price,39.599998
2021-05-26,prices,VCN,Adjusted Price,39.950001
2021-05-27,prices,VCN,Adjusted Price,40.049999
2021-05-28,prices,VCN,Adjusted Price,40.169998
2021-05-31,prices,VCN,Adjusted Price,39.950001
2020-06-01,prices,VEE,Opening Price,31.09
2020-06-02,prices,VEE,Opening Price,31.389999
2020-06-03,prices,VEE,Opening Price,32.139999
2020-06-04,prices,VEE,Opening Price,32.130001
2020-06-05,prices,VEE,Opening Price,32.459999
2020-06-08,prices,VEE,Opening Price,32.75
2020-06-09,prices,VEE,Opening Price,32.389999
2020-06-10,prices,VEE,Opening Price,32.630001
2020-06-11,prices,VEE,Opening Price,31.959999
2020-06-12,prices,VEE,Opening Price,32.130001
2020-06-15,prices,VEE,Opening Price,31.610001
2020-06-16,prices,VEE,Opening Price,32.610001
2020-06-17,prices,VEE,Opening Price,32.279999
2020-06-18,prices,VEE,Opening Price,32.369999
2020-06-19,prices,VEE,Opening Price,32.810001
2020-06-22,prices,VEE,Opening Price,32.549999
2020-06-23,prices,VEE,Opening Price,33
2020-06-24,prices,VEE,Opening Price,32.959999
2020-06-25,prices,VEE,Opening Price,32.560001
2020-06-26,prices,VEE,Opening Price,32.790001
2020-06-29,prices,VEE,Opening Price,32.52
2020-06-30,prices,VEE,Opening Price,32.689999
2020-07-02,prices,VEE,Opening Price,33.52
2020-07-03,prices,VEE,Opening Price,33.610001
2020-07-06,prices,VEE,Opening Price,34.509998
2020-07-07,prices,VEE,Opening Price,34.689999
2020-07-08,prices,VEE,Opening Price,34.919998
2020-07-09,prices,VEE,Opening Price,35.490002
2020-07-10,prices,VEE,Opening Price,35.23
2020-07-13,prices,VEE,Opening Price,35.200001
2020-07-14,prices,VEE,Opening Price,34.720001
2020-07-15,prices,VEE,Opening Price,35.200001
2020-07-16,prices,VEE,Opening Price,34.360001
2020-07-17,prices,VEE,Opening Price,34.709999
2020-07-20,prices,VEE,Opening Price,34.900002
2020-07-21,prices,VEE,Opening Price,35.360001
2020-07-22,prices,VEE,Opening Price,35.139999
2020-07-23,prices,VEE,Opening Price,34.950001
2020-07-24,prices,VEE,Opening Price,34.259998
2020-07-27,prices,VEE,Opening Price,34.860001
2020-07-28,prices,VEE,Opening Price,34.849998
2020-07-29,prices,VEE,Opening Price,34.889999
2020-07-30,prices,VEE,Opening Price,34.849998
2020-07-31,prices,VEE,Opening Price,34.919998
2020-08-04,prices,VEE,Opening Price,35.040001
2020-08-05,prices,VEE,Opening Price,35.209999
2020-08-06,prices,VEE,Opening Price,35.32
2020-08-07,prices,VEE,Opening Price,35
2020-08-10,prices,VEE,Opening Price,34.900002
2020-08-11,prices,VEE,Opening Price,34.849998
2020-08-12,prices,VEE,Opening Price,34.810001
2020-08-13,prices,VEE,Opening Price,34.790001
2020-08-14,prices,VEE,Opening Price,34.689999
2020-08-17,prices,VEE,Opening Price,34.810001
2020-08-18,prices,VEE,Opening Price,35.029999
2020-08-19,prices,VEE,Opening Price,34.990002
2020-08-20,prices,VEE,Opening Price,34.470001
2020-08-21,prices,VEE,Opening Price,34.68
2020-08-24,prices,VEE,Opening Price,35.27
2020-08-25,prices,VEE,Opening Price,35.380001
2020-08-26,prices,VEE,Opening Price,35.529999
2020-08-27,prices,VEE,Opening Price,35.529999
2020-08-28,prices,VEE,Opening Price,35.209999
2020-08-31,prices,VEE,Opening Price,34.91
2020-09-01,prices,VEE,Opening Price,34.990002
2020-09-02,prices,VEE,Opening Price,35.41
2020-09-03,prices,VEE,Opening Price,35.040001
2020-09-04,prices,VEE,Opening Price,34.720001
2020-09-08,prices,VEE,Opening Price,34.59
2020-09-09,prices,VEE,Opening Price,34.59
2020-09-10,prices,VEE,Opening Price,34.5
2020-09-11,prices,VEE,Opening Price,34.400002
2020-09-14,prices,VEE,Opening Price,34.75
2020-09-15,prices,VEE,Opening Price,35.23
2020-09-16,prices,VEE,Opening Price,35.5
2020-09-17,prices,VEE,Opening Price,35.09
2020-09-18,prices,VEE,Opening Price,35.139999
2020-09-21,prices,VEE,Opening Price,34.869999
2020-09-22,prices,VEE,Opening Price,34.439999
2020-09-23,prices,VEE,Opening Price,34.400002
2020-09-24,prices,VEE,Opening Price,33.669998
2020-09-25,prices,VEE,Opening Price,33.75
2020-09-28,prices,VEE,Opening Price,34.470001
2020-09-29,prices,VEE,Opening Price,34.259998
2020-09-30,prices,VEE,Opening Price,34.43
2020-10-01,prices,VEE,Opening Price,34.849998
2020-10-02,prices,VEE,Opening Price,34.400002
2020-10-05,prices,VEE,Opening Price,34.650002
2020-10-06,prices,VEE,Opening Price,34.93
2020-10-07,prices,VEE,Opening Price,35.23
2020-10-08,prices,VEE,Opening Price,35.330002
2020-10-09,prices,VEE,Opening Price,35.400002
2020-10-13,prices,VEE,Opening Price,35.689999
2020-10-14,prices,VEE,Opening Price,35.709999
2020-10-15,prices,VEE,Opening Price,35.290001
2020-10-16,prices,VEE,Opening Price,35.580002
2020-10-19,prices,VEE,Opening Price,35.529999
2020-10-20,prices,VEE,Opening Price,35.560001
2020-10-21,prices,VEE,Opening Price,35.529999
2020-10-22,prices,VEE,Opening Price,35.709999
2020-10-23,prices,VEE,Opening Price,35.59
2020-10-26,prices,VEE,Opening Price,35.529999
2020-10-27,prices,VEE,Opening Price,35.599998
2020-10-28,prices,VEE,Opening Price,35.349998
2020-10-29,prices,VEE,Opening Price,35.41
2020-10-30,prices,VEE,Opening Price,35.150002
2020-11-02,prices,VEE,Opening Price,35.490002
2020-11-03,prices,VEE,Opening Price,35.049999
2020-11-04,prices,VEE,Opening Price,35.709999
2020-11-05,prices,VEE,Opening Price,36.599998
2020-11-06,prices,VEE,Opening Price,36.57
2020-11-09,prices,VEE,Opening Price,37.77
2020-11-10,prices,VEE,Opening Price,36.880001
2020-11-11,prices,VEE,Opening Price,36.59
2020-11-12,prices,VEE,Opening Price,36.990002
2020-11-13,prices,VEE,Opening Price,37.25
2020-11-16,prices,VEE,Opening Price,37.75
2020-11-17,prices,VEE,Opening Price,37.349998
2020-11-18,prices,VEE,Opening Price,37.650002
2020-11-19,prices,VEE,Opening Price,37.27
2020-11-20,prices,VEE,Opening Price,37.470001
2020-11-23,prices,VEE,Opening Price,37.990002
2020-11-24,prices,VEE,Opening Price,37.900002
2020-11-25,prices,VEE,Opening Price,37.610001
2020-11-26,prices,VEE,Opening Price,38.009998
2020-11-27,prices,VEE,Opening Price,38
2020-11-30,prices,VEE,Opening Price,37.950001
2020-12-01,prices,VEE,Opening Price,37.73
2020-12-02,prices,VEE,Opening Price,37.669998
2020-12-03,prices,VEE,Opening Price,37.939999
2020-12-04,prices,VEE,Opening Price,38.189999
2020-12-07,prices,VEE,Opening Price,37.880001
2020-12-08,prices,VEE,Opening Price,38
2020-12-09,prices,VEE,Opening Price,38.099998
2020-12-10,prices,VEE,Opening Price,37.52
2020-12-11,prices,VEE,Opening Price,37.799999
2020-12-14,prices,VEE,Opening Price,37.880001
2020-12-15,prices,VEE,Opening Price,37.740002
2020-12-16,prices,VEE,Opening Price,37.990002
2020-12-17,prices,VEE,Opening Price,38.299999
2020-12-18,prices,VEE,Opening Price,38.400002
2020-12-21,prices,VEE,Opening Price,38.09
2020-12-22,prices,VEE,Opening Price,38.18
2020-12-23,prices,VEE,Opening Price,38.18
2020-12-24,prices,VEE,Opening Price,38.220001
2020-12-29,prices,VEE,Opening Price,38.18
2020-12-30,prices,VEE,Opening Price,38.509998
2020-12-31,prices,VEE,Opening Price,38.720001
2021-01-04,prices,VEE,Opening Price,38.880001
2021-01-05,prices,VEE,Opening Price,38.939999
2021-01-06,prices,VEE,Opening Price,39.139999
2021-01-07,prices,VEE,Opening Price,39.25
2021-01-08,prices,VEE,Opening Price,39.73
2021-01-11,prices,VEE,Opening Price,40.009998
2021-01-12,prices,VEE,Opening Price,40.139999
2021-01-13,prices,VEE,Opening Price,40.299999
2021-01-14,prices,VEE,Opening Price,40.610001
2021-01-15,prices,VEE,Opening Price,40.389999
2021-01-18,prices,VEE,Opening Price,40.610001
2021-01-19,prices,VEE,Opening Price,41.09
2021-01-20,prices,VEE,Opening Price,41.529999
2021-01-21,prices,VEE,Opening Price,41.5
2021-01-22,prices,VEE,Opening Price,41.130001
2021-01-25,prices,VEE,Opening Price,41.639999
2021-01-26,prices,VEE,Opening Price,41.25
2021-01-27,prices,VEE,Opening Price,40.779999
2021-01-28,prices,VEE,Opening Price,40.490002
2021-01-29,prices,VEE,Opening Price,40.080002
2021-02-01,prices,VEE,Opening Price,40.57
2021-02-02,prices,VEE,Opening Price,41.540001
2021-02-03,prices,VEE,Opening Price,41.689999
2021-02-04,prices,VEE,Opening Price,41.650002
2021-02-05,prices,VEE,Opening Price,41.720001
2021-02-08,prices,VEE,Opening Price,41.889999
2021-02-09,prices,VEE,Opening Price,42.049999
2021-02-10,prices,VEE,Opening Price,42.639999
2021-02-11,prices,VEE,Opening Price,42.68
2021-02-12,prices,VEE,Opening Price,42.889999
2021-02-16,prices,VEE,Opening Price,43.150002
2021-02-17,prices,VEE,Opening Price,43.150002
2021-02-18,prices,VEE,Opening Price,42.509998
2021-02-19,prices,VEE,Opening Price,42.52
2021-02-22,prices,VEE,Opening Price,42.009998
2021-02-23,prices,VEE,Opening Price,41.049999
2021-02-24,prices,VEE,Opening Price,40.900002
2021-02-25,prices,VEE,Opening Price,40.990002
2021-02-26,prices,VEE,Opening Price,40.259998
2021-03-01,prices,VEE,Opening Price,40.990002
2021-03-02,prices,VEE,Opening Price,40.990002
2021-03-03,prices,VEE,Opening Price,40.91
2021-03-04,prices,VEE,Opening Price,40.360001
2021-03-05,prices,VEE,Opening Price,40.169998
2021-03-08,prices,VEE,Opening Price,39.610001
2021-03-09,prices,VEE,Opening Price,39.279999
2021-03-10,prices,VEE,Opening Price,40.029999
2021-03-11,prices,VEE,Opening Price,40.310001
2021-03-12,prices,VEE,Opening Price,39.91
2021-03-15,prices,VEE,Opening Price,39.59
2021-03-16,prices,VEE,Opening Price,39.740002
2021-03-17,prices,VEE,Opening Price,39.43
2021-03-18,prices,VEE,Opening Price,39.490002
2021-03-19,prices,VEE,Opening Price,39.389999
2021-03-22,prices,VEE,Opening Price,39.549999
2021-03-23,prices,VEE,Opening Price,39.330002
2021-03-24,prices,VEE,Opening Price,38.950001
2021-03-25,prices,VEE,Opening Price,38.080002
2021-03-26,prices,VEE,Opening Price,38.630001
2021-03-29,prices,VEE,Opening Price,39.02
2021-03-30,prices,VEE,Opening Price,39.110001
2021-03-31,prices,VEE,Opening Price,39.130001
2021-04-01,prices,VEE,Opening Price,39.849998
2021-04-05,prices,VEE,Opening Price,39.830002
2021-04-06,prices,VEE,Opening Price,39.700001
2021-04-07,prices,VEE,Opening Price,39.509998
2021-04-08,prices,VEE,Opening Price,39.830002
2021-04-09,prices,VEE,Opening Price,39.360001
2021-04-12,prices,VEE,Opening Price,39.27
2021-04-13,prices,VEE,Opening Price,39.07
2021-04-14,prices,VEE,Opening Price,39.470001
2021-04-15,prices,VEE,Opening Price,39.540001
2021-04-16,prices,VEE,Opening Price,39.669998
2021-04-19,prices,VEE,Opening Price,39.650002
2021-04-20,prices,VEE,Opening Price,39.619999
2021-04-21,prices,VEE,Opening Price,39.619999
2021-04-22,prices,VEE,Opening Price,39.619999
2021-04-23,prices,VEE,Opening Price,39.830002
2021-04-26,prices,VEE,Opening Price,39.849998
2021-04-27,prices,VEE,Opening Price,39.900002
2021-04-28,prices,VEE,Opening Price,39.990002
2021-04-29,prices,VEE,Opening Price,39.919998
2021-04-30,prices,VEE,Opening Price,39.299999
2021-05-03,prices,VEE,Opening Price,39.990002
2021-05-04,prices,VEE,Opening Price,38.900002
2021-05-05,prices,VEE,Opening Price,38.790001
2021-05-06,prices,VEE,Opening Price,38.810001
2021-05-07,prices,VEE,Opening Price,38.98
2021-05-10,prices,VEE,Opening Price,38.639999
2021-05-11,prices,VEE,Opening Price,37.549999
2021-05-12,prices,VEE,Opening Price,37.59
2021-05-13,prices,VEE,Opening Price,37.5
2021-05-14,prices,VEE,Opening Price,37.27
2021-05-17,prices,VEE,Opening Price,37.490002
2021-05-18,prices,VEE,Opening Price,38.080002
2021-05-19,prices,VEE,Opening Price,37.740002
2021-05-20,prices,VEE,Opening Price,38.169998
2021-05-21,prices,VEE,Opening Price,38.080002
2021-05-25,prices,VEE,Opening Price,38.5
2021-05-26,prices,VEE,Opening Price,38.830002
2021-05-27,prices,VEE,Opening Price,38.98
2021-05-28,prices,VEE,Opening Price,39.060001
2021-05-31,prices,VEE,Opening Price,39.150002
2020-06-01,prices,VEE,High Price,31.17
2020-06-02,prices,VEE,High Price,31.77
2020-06-03,prices,VEE,High Price,32.389999
2020-06-04,prices,VEE,High Price,32.130001
2020-06-05,prices,VEE,High Price,32.709999
2020-06-08,prices,VEE,High Price,32.75
2020-06-09,prices,VEE,High Price,32.560001
2020-06-10,prices,VEE,High Price,32.68
2020-06-11,prices,VEE,High Price,32.060001
2020-06-12,prices,VEE,High Price,32.209999
2020-06-15,prices,VEE,High Price,32.080002
2020-06-16,prices,VEE,High Price,32.630001
2020-06-17,prices,VEE,High Price,32.509998
2020-06-18,prices,VEE,High Price,32.529999
2020-06-19,prices,VEE,High Price,32.810001
2020-06-22,prices,VEE,High Price,32.66
2020-06-23,prices,VEE,High Price,33.049999
2020-06-24,prices,VEE,High Price,32.959999
2020-06-25,prices,VEE,High Price,32.84
2020-06-26,prices,VEE,High Price,32.799999
2020-06-29,prices,VEE,High Price,32.720001
2020-06-30,prices,VEE,High Price,32.689999
2020-07-02,prices,VEE,High Price,33.700001
2020-07-03,prices,VEE,High Price,33.889999
2020-07-06,prices,VEE,High Price,34.900002
2020-07-07,prices,VEE,High Price,34.810001
2020-07-08,prices,VEE,High Price,35.220001
2020-07-09,prices,VEE,High Price,35.529999
2020-07-10,prices,VEE,High Price,35.240002
2020-07-13,prices,VEE,High Price,35.610001
2020-07-14,prices,VEE,High Price,35.16
2020-07-15,prices,VEE,High Price,35.200001
2020-07-16,prices,VEE,High Price,34.540001
2020-07-17,prices,VEE,High Price,34.75
2020-07-20,prices,VEE,High Price,35.080002
2020-07-21,prices,VEE,High Price,35.380001
2020-07-22,prices,VEE,High Price,35.139999
2020-07-23,prices,VEE,High Price,34.959999
2020-07-24,prices,VEE,High Price,34.599998
2020-07-27,prices,VEE,High Price,34.93
2020-07-28,prices,VEE,High Price,34.849998
2020-07-29,prices,VEE,High Price,35.139999
2020-07-30,prices,VEE,High Price,34.98
2020-07-31,prices,VEE,High Price,34.919998
2020-08-04,prices,VEE,High Price,35.139999
2020-08-05,prices,VEE,High Price,35.41
2020-08-06,prices,VEE,High Price,35.450001
2020-08-07,prices,VEE,High Price,35.099998
2020-08-10,prices,VEE,High Price,34.919998
2020-08-11,prices,VEE,High Price,34.91
2020-08-12,prices,VEE,High Price,34.93
2020-08-13,prices,VEE,High Price,34.790001
2020-08-14,prices,VEE,High Price,34.810001
2020-08-17,prices,VEE,High Price,35.040001
2020-08-18,prices,VEE,High Price,35.119999
2020-08-19,prices,VEE,High Price,34.990002
2020-08-20,prices,VEE,High Price,34.610001
2020-08-21,prices,VEE,High Price,34.849998
2020-08-24,prices,VEE,High Price,35.299999
2020-08-25,prices,VEE,High Price,35.509998
2020-08-26,prices,VEE,High Price,35.529999
2020-08-27,prices,VEE,High Price,35.529999
2020-08-28,prices,VEE,High Price,35.549999
2020-08-31,prices,VEE,High Price,35.540001
2020-09-01,prices,VEE,High Price,35.41
2020-09-02,prices,VEE,High Price,35.41
2020-09-03,prices,VEE,High Price,35.150002
2020-09-04,prices,VEE,High Price,34.959999
2020-09-08,prices,VEE,High Price,34.59
2020-09-09,prices,VEE,High Price,34.740002
2020-09-10,prices,VEE,High Price,34.650002
2020-09-11,prices,VEE,High Price,34.689999
2020-09-14,prices,VEE,High Price,35.02
2020-09-15,prices,VEE,High Price,35.490002
2020-09-16,prices,VEE,High Price,35.509998
2020-09-17,prices,VEE,High Price,35.279999
2020-09-18,prices,VEE,High Price,35.279999
2020-09-21,prices,VEE,High Price,34.869999
2020-09-22,prices,VEE,High Price,34.490002
2020-09-23,prices,VEE,High Price,34.400002
2020-09-24,prices,VEE,High Price,33.990002
2020-09-25,prices,VEE,High Price,33.91
2020-09-28,prices,VEE,High Price,34.470001
2020-09-29,prices,VEE,High Price,34.34
2020-09-30,prices,VEE,High Price,34.75
2020-10-01,prices,VEE,High Price,34.849998
2020-10-02,prices,VEE,High Price,34.77
2020-10-05,prices,VEE,High Price,34.82
2020-10-06,prices,VEE,High Price,35.169998
2020-10-07,prices,VEE,High Price,35.349998
2020-10-08,prices,VEE,High Price,35.389999
2020-10-09,prices,VEE,High Price,35.5
2020-10-13,prices,VEE,High Price,35.73
2020-10-14,prices,VEE,High Price,35.73
2020-10-15,prices,VEE,High Price,35.439999
2020-10-16,prices,VEE,High Price,35.580002
2020-10-19,prices,VEE,High Price,35.630001
2020-10-20,prices,VEE,High Price,35.669998
2020-10-21,prices,VEE,High Price,35.709999
2020-10-22,prices,VEE,High Price,35.77
2020-10-23,prices,VEE,High Price,35.82
2020-10-26,prices,VEE,High Price,35.709999
2020-10-27,prices,VEE,High Price,35.639999
2020-10-28,prices,VEE,High Price,35.380001
2020-10-29,prices,VEE,High Price,35.57
2020-10-30,prices,VEE,High Price,35.25
2020-11-02,prices,VEE,High Price,35.490002
2020-11-03,prices,VEE,High Price,35.220001
2020-11-04,prices,VEE,High Price,36.279999
2020-11-05,prices,VEE,High Price,36.669998
2020-11-06,prices,VEE,High Price,36.82
2020-11-09,prices,VEE,High Price,37.77
2020-11-10,prices,VEE,High Price,36.880001
2020-11-11,prices,VEE,High Price,36.849998
2020-11-12,prices,VEE,High Price,37.18
2020-11-13,prices,VEE,High Price,37.27
2020-11-16,prices,VEE,High Price,37.75
2020-11-17,prices,VEE,High Price,37.540001
2020-11-18,prices,VEE,High Price,37.669998
2020-11-19,prices,VEE,High Price,37.400002
2020-11-20,prices,VEE,High Price,37.779999
2020-11-23,prices,VEE,High Price,37.990002
2020-11-24,prices,VEE,High Price,37.939999
2020-11-25,prices,VEE,High Price,37.75
2020-11-26,prices,VEE,High Price,38.029999
2020-11-27,prices,VEE,High Price,38.240002
2020-11-30,prices,VEE,High Price,37.950001
2020-12-01,prices,VEE,High Price,37.91
2020-12-02,prices,VEE,High Price,37.790001
2020-12-03,prices,VEE,High Price,38.119999
2020-12-04,prices,VEE,High Price,38.189999
2020-12-07,prices,VEE,High Price,38.07
2020-12-08,prices,VEE,High Price,38.110001
2020-12-09,prices,VEE,High Price,38.099998
2020-12-10,prices,VEE,High Price,37.959999
2020-12-11,prices,VEE,High Price,37.869999
2020-12-14,prices,VEE,High Price,37.880001
2020-12-15,prices,VEE,High Price,37.77
2020-12-16,prices,VEE,High Price,38.18
2020-12-17,prices,VEE,High Price,38.389999
2020-12-18,prices,VEE,High Price,38.529999
2020-12-21,prices,VEE,High Price,38.18
2020-12-22,prices,VEE,High Price,38.18
2020-12-23,prices,VEE,High Price,38.32
2020-12-24,prices,VEE,High Price,38.220001
2020-12-29,prices,VEE,High Price,38.400002
2020-12-30,prices,VEE,High Price,38.650002
2020-12-31,prices,VEE,High Price,38.720001
2021-01-04,prices,VEE,High Price,39.029999
2021-01-05,prices,VEE,High Price,39.23
2021-01-06,prices,VEE,High Price,39.41
2021-01-07,prices,VEE,High Price,39.299999
2021-01-08,prices,VEE,High Price,40.07
2021-01-11,prices,VEE,High Price,40.060001
2021-01-12,prices,VEE,High Price,40.299999
2021-01-13,prices,VEE,High Price,40.310001
2021-01-14,prices,VEE,High Price,40.630001
2021-01-15,prices,VEE,High Price,40.419998
2021-01-18,prices,VEE,High Price,40.93
2021-01-19,prices,VEE,High Price,41.110001
2021-01-20,prices,VEE,High Price,41.540001
2021-01-21,prices,VEE,High Price,41.5
2021-01-22,prices,VEE,High Price,41.41
2021-01-25,prices,VEE,High Price,41.66
2021-01-26,prices,VEE,High Price,41.25
2021-01-27,prices,VEE,High Price,40.779999
2021-01-28,prices,VEE,High Price,40.759998
2021-01-29,prices,VEE,High Price,40.080002
2021-02-01,prices,VEE,High Price,41.02
2021-02-02,prices,VEE,High Price,41.540001
2021-02-03,prices,VEE,High Price,41.689999
2021-02-04,prices,VEE,High Price,41.73
2021-02-05,prices,VEE,High Price,41.849998
2021-02-08,prices,VEE,High Price,42.049999
2021-02-09,prices,VEE,High Price,42.310001
2021-02-10,prices,VEE,High Price,42.639999
2021-02-11,prices,VEE,High Price,42.959999
2021-02-12,prices,VEE,High Price,42.970001
2021-02-16,prices,VEE,High Price,43.209999
2021-02-17,prices,VEE,High Price,43.23
2021-02-18,prices,VEE,High Price,42.509998
2021-02-19,prices,VEE,High Price,42.68
2021-02-22,prices,VEE,High Price,42.029999
2021-02-23,prices,VEE,High Price,41.560001
2021-02-24,prices,VEE,High Price,40.959999
2021-02-25,prices,VEE,High Price,40.990002
2021-02-26,prices,VEE,High Price,40.400002
2021-03-01,prices,VEE,High Price,41.110001
2021-03-02,prices,VEE,High Price,40.990002
2021-03-03,prices,VEE,High Price,41
2021-03-04,prices,VEE,High Price,40.48
2021-03-05,prices,VEE,High Price,40.209999
2021-03-08,prices,VEE,High Price,39.610001
2021-03-09,prices,VEE,High Price,39.970001
2021-03-10,prices,VEE,High Price,40.029999
2021-03-11,prices,VEE,High Price,40.59
2021-03-12,prices,VEE,High Price,39.939999
2021-03-15,prices,VEE,High Price,39.630001
2021-03-16,prices,VEE,High Price,39.91
2021-03-17,prices,VEE,High Price,39.84
2021-03-18,prices,VEE,High Price,39.549999
2021-03-19,prices,VEE,High Price,39.700001
2021-03-22,prices,VEE,High Price,39.68
2021-03-23,prices,VEE,High Price,39.400002
2021-03-24,prices,VEE,High Price,38.950001
2021-03-25,prices,VEE,High Price,38.459999
2021-03-26,prices,VEE,High Price,39.18
2021-03-29,prices,VEE,High Price,39.16
2021-03-30,prices,VEE,High Price,39.349998
2021-03-31,prices,VEE,High Price,39.369999
2021-04-01,prices,VEE,High Price,39.900002
2021-04-05,prices,VEE,High Price,39.830002
2021-04-06,prices,VEE,High Price,40.09
2021-04-07,prices,VEE,High Price,39.639999
2021-04-08,prices,VEE,High Price,39.919998
2021-04-09,prices,VEE,High Price,39.400002
2021-04-12,prices,VEE,High Price,39.27
2021-04-13,prices,VEE,High Price,39.220001
2021-04-14,prices,VEE,High Price,39.5
