date,type_of_data,Variable,Value
2021-01-05,prices,High Price,30504.890625
2021-01-06,prices,High Price,31022.650391
2021-01-07,prices,High Price,31193.400391
2021-01-08,prices,High Price,31140.669922
2021-01-11,prices,High Price,31096.980469
2021-01-12,prices,High Price,31114.560547
2021-01-13,prices,High Price,31153.369141
2021-01-14,prices,High Price,31223.779297
2021-01-15,prices,High Price,30941.980469
2021-01-19,prices,High Price,31086.619141
2021-01-20,prices,High Price,31235.980469
2021-01-21,prices,High Price,31272.220703
2021-01-22,prices,High Price,31141.560547
2021-01-25,prices,High Price,30989.849609
2021-01-26,prices,High Price,31121.419922
2021-01-27,prices,High Price,30893.779297
2021-01-28,prices,High Price,30951.410156
2021-01-29,prices,High Price,30553.910156
2021-02-01,prices,High Price,30335.910156
2021-02-02,prices,High Price,30840.539063
2021-02-03,prices,High Price,30793.410156
2021-02-04,prices,High Price,31065.960938
2021-02-05,prices,High Price,31252.179688
2021-02-08,prices,High Price,31386.099609
2021-02-09,prices,High Price,31439.470703
2021-02-10,prices,High Price,31511.439453
2021-02-11,prices,High Price,31543.820313
2021-02-12,prices,High Price,31475.310547
2021-02-16,prices,High Price,31608.630859
2021-02-17,prices,High Price,31643.699219
2021-02-18,prices,High Price,31558.599609
2021-02-19,prices,High Price,31647.529297
2021-02-22,prices,High Price,31653.480469
2021-02-23,prices,High Price,31653.380859
2021-02-24,prices,High Price,32009.640625
2021-02-25,prices,High Price,31984.769531
2021-02-26,prices,High Price,31450.890625
2021-03-01,prices,High Price,31668.339844
2021-03-02,prices,High Price,31623.269531
2021-03-03,prices,High Price,31563.310547
2021-03-04,prices,High Price,31461.970703
2021-03-05,prices,High Price,31580.330078
2021-03-08,prices,High Price,32148.039063
2021-03-09,prices,High Price,32150.320313
2021-03-10,prices,High Price,32389.5
2021-03-11,prices,High Price,32661.589844
2021-03-12,prices,High Price,32793.320313
2021-03-15,prices,High Price,32973.398438
2021-03-16,prices,High Price,32966.75
2021-03-17,prices,High Price,33047.578125
2021-03-18,prices,High Price,33227.78125
2021-03-19,prices,High Price,32858.359375
2021-03-22,prices,High Price,32810.351563
2021-03-23,prices,High Price,32753.769531
2021-03-24,prices,High Price,32787.988281
2021-03-25,prices,High Price,32672.689453
2021-03-26,prices,High Price,33098.828125
2021-03-29,prices,High Price,33259
2021-03-30,prices,High Price,33170.929688
2021-03-31,prices,High Price,33173.769531
2021-04-01,prices,High Price,33167.171875
2021-04-05,prices,High Price,33617.949219
2021-04-06,prices,High Price,33544.789063
2021-04-07,prices,High Price,33521.761719
2021-04-08,prices,High Price,33506.800781
2021-04-09,prices,High Price,33810.871094
2021-04-12,prices,High Price,33786.191406
2021-04-13,prices,High Price,33741.640625
2021-04-14,prices,High Price,33911.25
2021-04-15,prices,High Price,34068.730469
2021-04-16,prices,High Price,34256.75
2021-04-19,prices,High Price,34182.378906
2021-04-20,prices,High Price,34034.179688
2021-04-21,prices,High Price,34160.339844
2021-04-22,prices,High Price,34126.570313
2021-04-23,prices,High Price,34157.570313
2021-04-26,prices,High Price,34148.941406
2021-04-27,prices,High Price,34043.980469
2021-04-28,prices,High Price,33946.601563
2021-04-29,prices,High Price,34087.210938
2021-04-30,prices,High Price,33988.75
2021-05-03,prices,High Price,34221.058594
2021-05-04,prices,High Price,34147.78125
2021-05-05,prices,High Price,34331.199219
2021-05-06,prices,High Price,34561.289063
2021-05-07,prices,High Price,34811.390625
2021-05-10,prices,High Price,35091.558594
2021-05-11,prices,High Price,34572.738281
2021-05-12,prices,High Price,34207.871094
2021-05-13,prices,High Price,34181.769531
2021-05-14,prices,High Price,34454.050781
2021-05-17,prices,High Price,34383.839844
2021-05-18,prices,High Price,34408.988281
2021-05-19,prices,High Price,33945.808594
2021-05-20,prices,High Price,34233.398438
2021-05-21,prices,High Price,34415.480469
2021-05-24,prices,High Price,34472.511719
2021-05-25,prices,High Price,34511.351563
2021-05-26,prices,High Price,34409.589844
2021-05-27,prices,High Price,34608.820313
2021-05-28,prices,High Price,34631.109375
2021-06-01,prices,High Price,34849.320313
2021-06-02,prices,High Price,34706.648438
2021-06-03,prices,High Price,34667.410156
2021-06-04,prices,High Price,34772.121094
2021-06-07,prices,High Price,34820.910156
2021-06-08,prices,High Price,34665.378906
2021-06-09,prices,High Price,34654.671875
2020-06-10,prices,Low Price,26938.050781
2020-06-11,prices,Low Price,25082.720703
2020-06-12,prices,Low Price,25078.410156
2020-06-15,prices,Low Price,24843.179688
2020-06-16,prices,Low Price,25811.699219
2020-06-17,prices,Low Price,26068.410156
2020-06-18,prices,Low Price,25848.529297
2020-06-19,prices,Low Price,25759.660156
2020-06-22,prices,Low Price,25667.679688
2020-06-23,prices,Low Price,26105.970703
2020-06-24,prices,Low Price,25296.730469
2020-06-25,prices,Low Price,25209.789063
2020-06-26,prices,Low Price,24971.029297
2020-06-29,prices,Low Price,25096.160156
2020-06-30,prices,Low Price,25475.140625
2020-07-01,prices,Low Price,25713.609375
2020-07-02,prices,Low Price,25778.119141
2020-07-06,prices,Low Price,25996.080078
2020-07-07,prices,Low Price,25866.580078
2020-07-08,prices,Low Price,25816.25
2020-07-09,prices,Low Price,25523.509766
2020-07-10,prices,Low Price,25637.5
2020-07-13,prices,Low Price,26044.230469
2020-07-14,prices,Low Price,25994.980469
2020-07-15,prices,Low Price,26692.480469
2020-07-16,prices,Low Price,26590.009766
2020-07-17,prices,Low Price,26619.880859
2020-07-20,prices,Low Price,26504.199219
2020-07-21,prices,Low Price,26766.220703
2020-07-22,prices,Low Price,26794.189453
2020-07-23,prices,Low Price,26560.039063
2020-07-24,prices,Low Price,26402.859375
2020-07-27,prices,Low Price,26426.919922
2020-07-28,prices,Low Price,26361.710938
2020-07-29,prices,Low Price,26375.390625
2020-07-30,prices,Low Price,25992.279297
2020-07-31,prices,Low Price,26013.589844
2020-08-03,prices,Low Price,26534.380859
2020-08-04,prices,Low Price,26597.820313
2020-08-05,prices,Low Price,26924.779297
2020-08-06,prices,Low Price,27145.25
2020-08-07,prices,Low Price,27223.550781
2020-08-10,prices,Low Price,27488.210938
2020-08-11,prices,Low Price,27624.509766
2020-08-12,prices,Low Price,27843.320313
2020-08-13,prices,Low Price,27789.779297
2020-08-14,prices,Low Price,27759.390625
2020-08-17,prices,Low Price,27816.400391
2020-08-18,prices,Low Price,27668.789063
2020-08-19,prices,Low Price,27647.669922
2020-08-20,prices,Low Price,27526.25
2020-08-21,prices,Low Price,27686.779297
2020-08-24,prices,Low Price,28041.75
2020-08-25,prices,Low Price,28094.570313
2020-08-26,prices,Low Price,28153.910156
2020-08-27,prices,Low Price,28363.929688
2020-08-28,prices,Low Price,28487.980469
2020-08-31,prices,Low Price,28363.550781
2020-09-01,prices,Low Price,28290.720703
2020-09-02,prices,Low Price,28713.529297
2020-09-03,prices,Low Price,28074.759766
2020-09-04,prices,Low Price,27664.679688
2020-09-08,prices,Low Price,27464.900391
2020-09-09,prices,Low Price,27704.539063
2020-09-10,prices,Low Price,27447.080078
2020-09-11,prices,Low Price,27448.150391
2020-09-14,prices,Low Price,27718.740234
2020-09-15,prices,Low Price,27931.449219
2020-09-16,prices,Low Price,28021.669922
2020-09-17,prices,Low Price,27647.929688
2020-09-18,prices,Low Price,27487.970703
2020-09-21,prices,Low Price,26715.150391
2020-09-22,prices,Low Price,26989.929688
2020-09-23,prices,Low Price,26716.119141
2020-09-24,prices,Low Price,26537.009766
2020-09-25,prices,Low Price,26635.380859
2020-09-28,prices,Low Price,27362.140625
2020-09-29,prices,Low Price,27338.089844
2020-09-30,prices,Low Price,27511.060547
2020-10-01,prices,Low Price,27669.259766
2020-10-02,prices,Low Price,27382.939453
2020-10-05,prices,Low Price,27825.419922
2020-10-06,prices,Low Price,27728.029297
2020-10-07,prices,Low Price,27971.359375
2020-10-08,prices,Low Price,28265.560547
2020-10-09,prices,Low Price,28440.630859
2020-10-12,prices,Low Price,28659.669922
2020-10-13,prices,Low Price,28604.349609
2020-10-14,prices,Low Price,28461.730469
2020-10-15,prices,Low Price,28181.539063
2020-10-16,prices,Low Price,28570.720703
2020-10-19,prices,Low Price,28139.400391
2020-10-20,prices,Low Price,28243.039063
2020-10-21,prices,Low Price,28196.390625
2020-10-22,prices,Low Price,28040.179688
2020-10-23,prices,Low Price,28149.820313
2020-10-26,prices,Low Price,27370.160156
2020-10-27,prices,Low Price,27457.960938
2020-10-28,prices,Low Price,26497.390625
2020-10-29,prices,Low Price,26290.779297
2020-10-30,prices,Low Price,26143.769531
2020-11-02,prices,Low Price,26691.279297
2020-11-03,prices,Low Price,27138.689453
2020-11-04,prices,Low Price,27512.830078
2020-11-05,prices,Low Price,28083.369141
2020-11-06,prices,Low Price,28189.5
2020-11-09,prices,Low Price,29130.660156
2020-11-10,prices,Low Price,29126.990234
2020-11-11,prices,Low Price,29281.220703
2020-11-12,prices,Low Price,28902.130859
2020-11-13,prices,Low Price,29203.900391
2020-11-16,prices,Low Price,29672.359375
2020-11-17,prices,Low Price,29520.289063
2020-11-18,prices,Low Price,29432.839844
2020-11-19,prices,Low Price,29228.380859
2020-11-20,prices,Low Price,29231.199219
2020-11-23,prices,Low Price,29332.820313
2020-11-24,prices,Low Price,29746.109375
2020-11-25,prices,Low Price,29806.25
2020-11-27,prices,Low Price,29819.980469
2020-11-30,prices,Low Price,29463.640625
2020-12-01,prices,Low Price,29797.5
2020-12-02,prices,Low Price,29599.289063
2020-12-03,prices,Low Price,29877.269531
2020-12-04,prices,Low Price,29989.560547
2020-12-07,prices,Low Price,29967.220703
2020-12-08,prices,Low Price,29972.070313
2020-12-09,prices,Low Price,29951.849609
2020-12-10,prices,Low Price,29876.820313
2020-12-11,prices,Low Price,29820.839844
2020-12-14,prices,Low Price,29849.150391
2020-12-15,prices,Low Price,29894.949219
2020-12-16,prices,Low Price,30080.109375
2020-12-17,prices,Low Price,30216
2020-12-18,prices,Low Price,30029.439453
2020-12-21,prices,Low Price,29755.529297
2020-12-22,prices,Low Price,29992.890625
2020-12-23,prices,Low Price,30046.730469
2020-12-24,prices,Low Price,30099.300781
2020-12-28,prices,Low Price,30283.230469
2020-12-29,prices,Low Price,30274.240234
2020-12-30,prices,Low Price,30393.039063
2020-12-31,prices,Low Price,30344.5
2021-01-04,prices,Low Price,29881.820313
2021-01-05,prices,Low Price,30141.779297
2021-01-06,prices,Low Price,30313.070313
2021-01-07,prices,Low Price,30897.859375
2021-01-08,prices,Low Price,30793.269531
2021-01-11,prices,Low Price,30832.060547
2021-01-12,prices,Low Price,30888.759766
2021-01-13,prices,Low Price,30992.050781
2021-01-14,prices,Low Price,30982.240234
2021-01-15,prices,Low Price,30612.669922
2021-01-19,prices,Low Price,30865.029297
2021-01-20,prices,Low Price,30997.789063
2021-01-21,prices,Low Price,31120.919922
2021-01-22,prices,Low Price,30908.470703
2021-01-25,prices,Low Price,30564.060547
2021-01-26,prices,Low Price,30921.710938
2021-01-27,prices,Low Price,30206.910156
2021-01-28,prices,Low Price,30377.189453
2021-01-29,prices,Low Price,29856.300781
2021-02-01,prices,Low Price,30014.970703
2021-02-02,prices,Low Price,30276.880859
2021-02-03,prices,Low Price,30521.310547
2021-02-04,prices,Low Price,30737.779297
2021-02-05,prices,Low Price,31083.220703
2021-02-08,prices,Low Price,31191.199219
2021-02-09,prices,Low Price,31245.859375
2021-02-10,prices,Low Price,31221.320313
2021-02-11,prices,Low Price,31244.359375
2021-02-12,prices,Low Price,31347.800781
2021-02-16,prices,Low Price,31443.480469
2021-02-17,prices,Low Price,31338.759766
2021-02-18,prices,Low Price,31285.320313
2021-02-19,prices,Low Price,31469.339844
2021-02-22,prices,Low Price,31286.570313
2021-02-23,prices,Low Price,31158.759766
2021-02-24,prices,Low Price,31421.289063
2021-02-25,prices,Low Price,31293.320313
2021-02-26,prices,Low Price,30911.369141
2021-03-01,prices,Low Price,31065.900391
2021-03-02,prices,Low Price,31377.160156
2021-03-03,prices,Low Price,31260.140625
2021-03-04,prices,Low Price,30547.529297
2021-03-05,prices,Low Price,30766.810547
2021-03-08,prices,Low Price,31512.150391
2021-03-09,prices,Low Price,31822.640625
2021-03-10,prices,Low Price,31906.960938
2021-03-11,prices,Low Price,32345.699219
2021-03-12,prices,Low Price,32462.400391
2021-03-15,prices,Low Price,32629.75
2021-03-16,prices,Low Price,32778.230469
2021-03-17,prices,Low Price,32782.179688
2021-03-18,prices,Low Price,32831.25
2021-03-19,prices,Low Price,32505.070313
2021-03-22,prices,Low Price,32512.529297
2021-03-23,prices,Low Price,32356.279297
2021-03-24,prices,Low Price,32418.150391
2021-03-25,prices,Low Price,32071.410156
2021-03-26,prices,Low Price,32681.070313
2021-03-29,prices,Low Price,32905.128906
2021-03-30,prices,Low Price,32988.921875
2021-03-31,prices,Low Price,32980.570313
2021-04-01,prices,Low Price,32985.351563
2021-04-05,prices,Low Price,33222.378906
2021-04-06,prices,Low Price,33380.429688
2021-04-07,prices,Low Price,33347.960938
2021-04-08,prices,Low Price,33342.640625
2021-04-09,prices,Low Price,33526.191406
2021-04-12,prices,Low Price,33665.539063
2021-04-13,prices,Low Price,33545.839844
2021-04-14,prices,Low Price,33668.949219
2021-04-15,prices,Low Price,33788.53125
2021-04-16,prices,Low Price,34058.160156
2021-04-19,prices,Low Price,33980.558594
2021-04-20,prices,Low Price,33687.011719
2021-04-21,prices,Low Price,33773.800781
2021-04-22,prices,Low Price,33717.191406
2021-04-23,prices,Low Price,33713.289063
2021-04-26,prices,Low Price,33941.371094
2021-04-27,prices,Low Price,33870.460938
2021-04-28,prices,Low Price,33805.558594
2021-04-29,prices,Low Price,33744.28125
2021-04-30,prices,Low Price,33784.960938
2021-05-03,prices,Low Price,33904.890625
2021-05-04,prices,Low Price,33765.679688
2021-05-05,prices,Low Price,34039.660156
2021-05-06,prices,Low Price,34185.058594
2021-05-07,prices,Low Price,34464.308594
2021-05-10,prices,Low Price,34741.570313
2021-05-11,prices,Low Price,34075.308594
2021-05-12,prices,Low Price,33555.21875
2021-05-13,prices,Low Price,33623.488281
2021-05-14,prices,Low Price,34050.859375
2021-05-17,prices,Low Price,34176.648438
2021-05-18,prices,Low Price,34044.101563
2021-05-19,prices,Low Price,33473.800781
2021-05-20,prices,Low Price,33872.410156
2021-05-21,prices,Low Price,34121.910156
2021-05-24,prices,Low Price,34253.871094
2021-05-25,prices,Low Price,34266.03125
2021-05-26,prices,Low Price,34271.441406
2021-05-27,prices,Low Price,34389.238281
2021-05-28,prices,Low Price,34520.089844
2021-06-01,prices,Low Price,34542.871094
2021-06-02,prices,Low Price,34545.960938
2021-06-03,prices,Low Price,34334.410156
2021-06-04,prices,Low Price,34618.691406
2021-06-07,prices,Low Price,34574.511719
2021-06-08,prices,Low Price,34452.941406
2021-06-09,prices,Low Price,34439.371094
2020-06-10,prices,Adjusted Price,26989.990234
2020-06-11,prices,Adjusted Price,25128.169922
2020-06-12,prices,Adjusted Price,25605.539063
2020-06-15,prices,Adjusted Price,25763.160156
2020-06-16,prices,Adjusted Price,26289.980469
2020-06-17,prices,Adjusted Price,26119.609375
2020-06-18,prices,Adjusted Price,26080.099609
2020-06-19,prices,Adjusted Price,25871.460938
2020-06-22,prices,Adjusted Price,26024.960938
2020-06-23,prices,Adjusted Price,26156.099609
2020-06-24,prices,Adjusted Price,25445.939453
2020-06-25,prices,Adjusted Price,25745.599609
2020-06-26,prices,Adjusted Price,25015.550781
2020-06-29,prices,Adjusted Price,25595.800781
2020-06-30,prices,Adjusted Price,25812.880859
2020-07-01,prices,Adjusted Price,25734.970703
2020-07-02,prices,Adjusted Price,25827.359375
2020-07-06,prices,Adjusted Price,26287.029297
2020-07-07,prices,Adjusted Price,25890.179688
2020-07-08,prices,Adjusted Price,26067.279297
2020-07-09,prices,Adjusted Price,25706.089844
2020-07-10,prices,Adjusted Price,26075.300781
2020-07-13,prices,Adjusted Price,26085.800781
2020-07-14,prices,Adjusted Price,26642.589844
2020-07-15,prices,Adjusted Price,26870.099609
2020-07-16,prices,Adjusted Price,26734.710938
2020-07-17,prices,Adjusted Price,26671.949219
2020-07-20,prices,Adjusted Price,26680.869141
2020-07-21,prices,Adjusted Price,26840.400391
2020-07-22,prices,Adjusted Price,27005.839844
2020-07-23,prices,Adjusted Price,26652.330078
2020-07-24,prices,Adjusted Price,26469.890625
2020-07-27,prices,Adjusted Price,26584.769531
2020-07-28,prices,Adjusted Price,26379.279297
2020-07-29,prices,Adjusted Price,26539.570313
2020-07-30,prices,Adjusted Price,26313.650391
2020-07-31,prices,Adjusted Price,26428.320313
2020-08-03,prices,Adjusted Price,26664.400391
2020-08-04,prices,Adjusted Price,26828.470703
2020-08-05,prices,Adjusted Price,27201.519531
2020-08-06,prices,Adjusted Price,27386.980469
2020-08-07,prices,Adjusted Price,27433.480469
2020-08-10,prices,Adjusted Price,27791.439453
2020-08-11,prices,Adjusted Price,27686.910156
2020-08-12,prices,Adjusted Price,27976.839844
2020-08-13,prices,Adjusted Price,27896.720703
2020-08-14,prices,Adjusted Price,27931.019531
2020-08-17,prices,Adjusted Price,27844.910156
2020-08-18,prices,Adjusted Price,27778.070313
2020-08-19,prices,Adjusted Price,27692.880859
2020-08-20,prices,Adjusted Price,27739.730469
2020-08-21,prices,Adjusted Price,27930.330078
2020-08-24,prices,Adjusted Price,28308.460938
2020-08-25,prices,Adjusted Price,28248.439453
2020-08-26,prices,Adjusted Price,28331.919922
2020-08-27,prices,Adjusted Price,28492.269531
2020-08-28,prices,Adjusted Price,28653.869141
2020-08-31,prices,Adjusted Price,28430.050781
2020-09-01,prices,Adjusted Price,28645.660156
2020-09-02,prices,Adjusted Price,29100.5
2020-09-03,prices,Adjusted Price,28292.730469
2020-09-04,prices,Adjusted Price,28133.310547
2020-09-08,prices,Adjusted Price,27500.890625
2020-09-09,prices,Adjusted Price,27940.470703
2020-09-10,prices,Adjusted Price,27534.580078
2020-09-11,prices,Adjusted Price,27665.640625
2020-09-14,prices,Adjusted Price,27993.330078
2020-09-15,prices,Adjusted Price,27995.599609
2020-09-16,prices,Adjusted Price,28032.380859
2020-09-17,prices,Adjusted Price,27901.980469
2020-09-18,prices,Adjusted Price,27657.419922
2020-09-21,prices,Adjusted Price,27147.699219
2020-09-22,prices,Adjusted Price,27288.179688
2020-09-23,prices,Adjusted Price,26763.130859
2020-09-24,prices,Adjusted Price,26815.439453
2020-09-25,prices,Adjusted Price,27173.960938
2020-09-28,prices,Adjusted Price,27584.060547
2020-09-29,prices,Adjusted Price,27452.660156
2020-09-30,prices,Adjusted Price,27781.699219
2020-10-01,prices,Adjusted Price,27816.900391
2020-10-02,prices,Adjusted Price,27682.810547
2020-10-05,prices,Adjusted Price,28148.640625
2020-10-06,prices,Adjusted Price,27772.759766
2020-10-07,prices,Adjusted Price,28303.460938
2020-10-08,prices,Adjusted Price,28425.509766
2020-10-09,prices,Adjusted Price,28586.900391
2020-10-12,prices,Adjusted Price,28837.519531
2020-10-13,prices,Adjusted Price,28679.810547
2020-10-14,prices,Adjusted Price,28514
2020-10-15,prices,Adjusted Price,28494.199219
2020-10-16,prices,Adjusted Price,28606.310547
2020-10-19,prices,Adjusted Price,28195.419922
2020-10-20,prices,Adjusted Price,28308.789063
2020-10-21,prices,Adjusted Price,28210.820313
2020-10-22,prices,Adjusted Price,28363.660156
2020-10-23,prices,Adjusted Price,28335.570313
2020-10-26,prices,Adjusted Price,27685.380859
2020-10-27,prices,Adjusted Price,27463.189453
2020-10-28,prices,Adjusted Price,26519.949219
2020-10-29,prices,Adjusted Price,26659.109375
2020-10-30,prices,Adjusted Price,26501.599609
2020-11-02,prices,Adjusted Price,26925.050781
2020-11-03,prices,Adjusted Price,27480.029297
2020-11-04,prices,Adjusted Price,27847.660156
2020-11-05,prices,Adjusted Price,28390.179688
2020-11-06,prices,Adjusted Price,28323.400391
2020-11-09,prices,Adjusted Price,29157.970703
2020-11-10,prices,Adjusted Price,29420.919922
2020-11-11,prices,Adjusted Price,29397.630859
2020-11-12,prices,Adjusted Price,29080.169922
2020-11-13,prices,Adjusted Price,29479.810547
2020-11-16,prices,Adjusted Price,29950.439453
2020-11-17,prices,Adjusted Price,29783.349609
2020-11-18,prices,Adjusted Price,29438.419922
2020-11-19,prices,Adjusted Price,29483.230469
2020-11-20,prices,Adjusted Price,29263.480469
2020-11-23,prices,Adjusted Price,29591.269531
2020-11-24,prices,Adjusted Price,30046.240234
2020-11-25,prices,Adjusted Price,29872.470703
2020-11-27,prices,Adjusted Price,29910.369141
2020-11-30,prices,Adjusted Price,29638.640625
2020-12-01,prices,Adjusted Price,29823.919922
2020-12-02,prices,Adjusted Price,29883.789063
2020-12-03,prices,Adjusted Price,29969.519531
2020-12-04,prices,Adjusted Price,30218.259766
2020-12-07,prices,Adjusted Price,30069.789063
2020-12-08,prices,Adjusted Price,30173.880859
2020-12-09,prices,Adjusted Price,30068.810547
2020-12-10,prices,Adjusted Price,29999.259766
2020-12-11,prices,Adjusted Price,30046.369141
2020-12-14,prices,Adjusted Price,29861.550781
2020-12-15,prices,Adjusted Price,30199.310547
2020-12-16,prices,Adjusted Price,30154.539063
2020-12-17,prices,Adjusted Price,30303.369141
2020-12-18,prices,Adjusted Price,30179.050781
2020-12-21,prices,Adjusted Price,30216.449219
2020-12-22,prices,Adjusted Price,30015.509766
2020-12-23,prices,Adjusted Price,30129.830078
2020-12-24,prices,Adjusted Price,30199.869141
2020-12-28,prices,Adjusted Price,30403.970703
2020-12-29,prices,Adjusted Price,30335.669922
2020-12-30,prices,Adjusted Price,30409.560547
2020-12-31,prices,Adjusted Price,30606.480469
2021-01-04,prices,Adjusted Price,30223.890625
2021-01-05,prices,Adjusted Price,30391.599609
2021-01-06,prices,Adjusted Price,30829.400391
2021-01-07,prices,Adjusted Price,31041.130859
2021-01-08,prices,Adjusted Price,31097.970703
2021-01-11,prices,Adjusted Price,31008.689453
2021-01-12,prices,Adjusted Price,31068.689453
2021-01-13,prices,Adjusted Price,31060.470703
2021-01-14,prices,Adjusted Price,30991.519531
2021-01-15,prices,Adjusted Price,30814.259766
2021-01-19,prices,Adjusted Price,30930.519531
2021-01-20,prices,Adjusted Price,31188.380859
2021-01-21,prices,Adjusted Price,31176.009766
2021-01-22,prices,Adjusted Price,30996.980469
2021-01-25,prices,Adjusted Price,30960
2021-01-26,prices,Adjusted Price,30937.039063
2021-01-27,prices,Adjusted Price,30303.169922
2021-01-28,prices,Adjusted Price,30603.359375
2021-01-29,prices,Adjusted Price,29982.619141
2021-02-01,prices,Adjusted Price,30211.910156
2021-02-02,prices,Adjusted Price,30687.480469
2021-02-03,prices,Adjusted Price,30723.599609
2021-02-04,prices,Adjusted Price,31055.859375
2021-02-05,prices,Adjusted Price,31148.240234
2021-02-08,prices,Adjusted Price,31385.759766
2021-02-09,prices,Adjusted Price,31375.830078
2021-02-10,prices,Adjusted Price,31437.800781
2021-02-11,prices,Adjusted Price,31430.699219
2021-02-12,prices,Adjusted Price,31458.400391
2021-02-16,prices,Adjusted Price,31522.75
2021-02-17,prices,Adjusted Price,31613.019531
2021-02-18,prices,Adjusted Price,31493.339844
2021-02-19,prices,Adjusted Price,31494.320313
2021-02-22,prices,Adjusted Price,31521.689453
2021-02-23,prices,Adjusted Price,31537.349609
2021-02-24,prices,Adjusted Price,31961.859375
2021-02-25,prices,Adjusted Price,31402.009766
2021-02-26,prices,Adjusted Price,30932.369141
2021-03-01,prices,Adjusted Price,31535.509766
2021-03-02,prices,Adjusted Price,31391.519531
2021-03-03,prices,Adjusted Price,31270.089844
2021-03-04,prices,Adjusted Price,30924.140625
2021-03-05,prices,Adjusted Price,31496.300781
2021-03-08,prices,Adjusted Price,31802.439453
2021-03-09,prices,Adjusted Price,31832.740234
2021-03-10,prices,Adjusted Price,32297.019531
2021-03-11,prices,Adjusted Price,32485.589844
2021-03-12,prices,Adjusted Price,32778.640625
2021-03-15,prices,Adjusted Price,32953.460938
2021-03-16,prices,Adjusted Price,32825.949219
2021-03-17,prices,Adjusted Price,33015.371094
2021-03-18,prices,Adjusted Price,32862.300781
2021-03-19,prices,Adjusted Price,32627.970703
2021-03-22,prices,Adjusted Price,32731.199219
2021-03-23,prices,Adjusted Price,32423.150391
2021-03-24,prices,Adjusted Price,32420.060547
2021-03-25,prices,Adjusted Price,32619.480469
2021-03-26,prices,Adjusted Price,33072.878906
2021-03-29,prices,Adjusted Price,33171.371094
2021-03-30,prices,Adjusted Price,33066.960938
2021-03-31,prices,Adjusted Price,32981.550781
2021-04-01,prices,Adjusted Price,33153.210938
2021-04-05,prices,Adjusted Price,33527.191406
2021-04-06,prices,Adjusted Price,33430.238281
2021-04-07,prices,Adjusted Price,33446.261719
2021-04-08,prices,Adjusted Price,33503.570313
2021-04-09,prices,Adjusted Price,33800.601563
2021-04-12,prices,Adjusted Price,33745.398438
2021-04-13,prices,Adjusted Price,33677.269531
2021-04-14,prices,Adjusted Price,33730.890625
2021-04-15,prices,Adjusted Price,34035.988281
2021-04-16,prices,Adjusted Price,34200.671875
2021-04-19,prices,Adjusted Price,34077.628906
2021-04-20,prices,Adjusted Price,33821.300781
2021-04-21,prices,Adjusted Price,34137.308594
2021-04-22,prices,Adjusted Price,33815.898438
2021-04-23,prices,Adjusted Price,34043.488281
2021-04-26,prices,Adjusted Price,33981.570313
2021-04-27,prices,Adjusted Price,33984.929688
2021-04-28,prices,Adjusted Price,33820.378906
2021-04-29,prices,Adjusted Price,34060.359375
2021-04-30,prices,Adjusted Price,33874.851563
2021-05-03,prices,Adjusted Price,34113.230469
2021-05-04,prices,Adjusted Price,34133.03125
2021-05-05,prices,Adjusted Price,34230.339844
2021-05-06,prices,Adjusted Price,34548.53125
2021-05-07,prices,Adjusted Price,34777.761719
2021-05-10,prices,Adjusted Price,34742.820313
2021-05-11,prices,Adjusted Price,34269.160156
2021-05-12,prices,Adjusted Price,33587.660156
2021-05-13,prices,Adjusted Price,34021.449219
2021-05-14,prices,Adjusted Price,34382.128906
2021-05-17,prices,Adjusted Price,34327.789063
2021-05-18,prices,Adjusted Price,34060.660156
2021-05-19,prices,Adjusted Price,33896.039063
2021-05-20,prices,Adjusted Price,34084.148438
2021-05-21,prices,Adjusted Price,34207.839844
2021-05-24,prices,Adjusted Price,34393.980469
2021-05-25,prices,Adjusted Price,34312.460938
2021-05-26,prices,Adjusted Price,34323.050781
2021-05-27,prices,Adjusted Price,34464.640625
2021-05-28,prices,Adjusted Price,34529.449219
2021-06-01,prices,Adjusted Price,34575.308594
2021-06-02,prices,Adjusted Price,34600.378906
2021-06-03,prices,Adjusted Price,34577.039063
2021-06-04,prices,Adjusted Price,34756.390625
2021-06-07,prices,Adjusted Price,34630.238281
2021-06-08,prices,Adjusted Price,34599.820313
2021-06-09,prices,Adjusted Price,34447.140625
