Name,ticker,date,Variable,Value,timehorizon
Goldman Sachs,GS,2020-12-07,High Price,239.850006,1Y
Goldman Sachs,GS,2020-12-08,High Price,239.190002,1Y
Goldman Sachs,GS,2020-12-09,High Price,245.360001,1Y
Goldman Sachs,GS,2020-12-10,High Price,245.179993,1Y
Goldman Sachs,GS,2020-12-11,High Price,241.199997,1Y
Goldman Sachs,GS,2020-12-14,High Price,243.5,1Y
Goldman Sachs,GS,2020-12-15,High Price,243.610001,1Y
Goldman Sachs,GS,2020-12-16,High Price,243.899994,1Y
Goldman Sachs,GS,2020-12-17,High Price,245.929993,1Y
Goldman Sachs,GS,2020-12-18,High Price,245.389999,1Y
Goldman Sachs,GS,2020-12-21,High Price,260.850006,1Y
Goldman Sachs,GS,2020-12-22,High Price,257.700012,1Y
Goldman Sachs,GS,2020-12-23,High Price,260.579987,1Y
Goldman Sachs,GS,2020-12-24,High Price,257.619995,1Y
Goldman Sachs,GS,2020-12-28,High Price,262.649994,1Y
Goldman Sachs,GS,2020-12-29,High Price,260.859985,1Y
Goldman Sachs,GS,2020-12-30,High Price,260.649994,1Y
Goldman Sachs,GS,2020-12-31,High Price,263.929993,1Y
Goldman Sachs,GS,2021-01-04,High Price,267.579987,1Y
Goldman Sachs,GS,2021-01-05,High Price,273.5,1Y
Goldman Sachs,GS,2021-01-06,High Price,288.380005,1Y
Goldman Sachs,GS,2021-01-07,High Price,295.890015,1Y
Goldman Sachs,GS,2021-01-08,High Price,292.279999,1Y
Goldman Sachs,GS,2021-01-11,High Price,295,1Y
Goldman Sachs,GS,2021-01-12,High Price,303.980011,1Y
Goldman Sachs,GS,2021-01-13,High Price,303.720001,1Y
Goldman Sachs,GS,2021-01-14,High Price,309.410004,1Y
Goldman Sachs,GS,2021-01-15,High Price,304.859985,1Y
Goldman Sachs,GS,2021-01-19,High Price,306.600006,1Y
Goldman Sachs,GS,2021-01-20,High Price,297.450012,1Y
Goldman Sachs,GS,2021-01-21,High Price,292.73999,1Y
Goldman Sachs,GS,2021-01-22,High Price,290.589996,1Y
Goldman Sachs,GS,2021-01-25,High Price,286.350006,1Y
Goldman Sachs,GS,2021-01-26,High Price,285.769989,1Y
Goldman Sachs,GS,2021-01-27,High Price,277.369995,1Y
Goldman Sachs,GS,2021-01-28,High Price,279.829987,1Y
Goldman Sachs,GS,2021-01-29,High Price,277.399994,1Y
Goldman Sachs,GS,2021-02-01,High Price,276.799988,1Y
Goldman Sachs,GS,2021-02-02,High Price,288.25,1Y
Goldman Sachs,GS,2021-02-03,High Price,289.809998,1Y
Goldman Sachs,GS,2021-02-04,High Price,295.829987,1Y
Goldman Sachs,GS,2021-02-05,High Price,297.23999,1Y
Goldman Sachs,GS,2021-02-08,High Price,300.890015,1Y
Goldman Sachs,GS,2021-02-09,High Price,302.450012,1Y
Goldman Sachs,GS,2021-02-10,High Price,305.179993,1Y
Goldman Sachs,GS,2021-02-11,High Price,305.01001,1Y
Goldman Sachs,GS,2021-02-12,High Price,306.700012,1Y
Goldman Sachs,GS,2021-02-16,High Price,312.920013,1Y
Goldman Sachs,GS,2021-02-17,High Price,314.980011,1Y
Goldman Sachs,GS,2021-02-18,High Price,314.5,1Y
Goldman Sachs,GS,2021-02-19,High Price,316.779999,1Y
Goldman Sachs,GS,2021-02-22,High Price,320.559998,1Y
Goldman Sachs,GS,2021-02-23,High Price,320,1Y
Goldman Sachs,GS,2021-02-24,High Price,330.970001,1Y
Goldman Sachs,GS,2021-02-25,High Price,335.809998,1Y
Goldman Sachs,GS,2021-02-26,High Price,328.679993,1Y
Goldman Sachs,GS,2021-03-01,High Price,331.040009,1Y
Goldman Sachs,GS,2021-03-02,High Price,336.190002,1Y
Goldman Sachs,GS,2021-03-03,High Price,340.100006,1Y
Goldman Sachs,GS,2021-03-04,High Price,339.76001,1Y
Goldman Sachs,GS,2021-03-05,High Price,335.579987,1Y
Goldman Sachs,GS,2021-03-08,High Price,337.589996,1Y
Goldman Sachs,GS,2021-03-09,High Price,336.390015,1Y
Goldman Sachs,GS,2021-03-10,High Price,342.399994,1Y
Goldman Sachs,GS,2021-03-11,High Price,345,1Y
Goldman Sachs,GS,2021-03-12,High Price,350,1Y
Goldman Sachs,GS,2021-03-15,High Price,352.420013,1Y
Goldman Sachs,GS,2021-03-16,High Price,346.899994,1Y
Goldman Sachs,GS,2021-03-17,High Price,347.029999,1Y
Goldman Sachs,GS,2021-03-18,High Price,356.850006,1Y
Goldman Sachs,GS,2021-03-19,High Price,347.23999,1Y
Goldman Sachs,GS,2021-03-22,High Price,342.880005,1Y
Goldman Sachs,GS,2021-03-23,High Price,341.890015,1Y
Goldman Sachs,GS,2021-03-24,High Price,336.940002,1Y
Goldman Sachs,GS,2021-03-25,High Price,331.390015,1Y
Goldman Sachs,GS,2021-03-26,High Price,335.450012,1Y
Goldman Sachs,GS,2021-03-29,High Price,327.76001,1Y
Goldman Sachs,GS,2021-03-30,High Price,335.75,1Y
Goldman Sachs,GS,2021-03-31,High Price,332.649994,1Y
Goldman Sachs,GS,2021-04-01,High Price,329.660004,1Y
Goldman Sachs,GS,2021-04-05,High Price,332.850006,1Y
Goldman Sachs,GS,2021-04-06,High Price,328.540009,1Y
Goldman Sachs,GS,2021-04-07,High Price,329.200012,1Y
Goldman Sachs,GS,2021-04-08,High Price,331.48999,1Y
Goldman Sachs,GS,2021-04-09,High Price,334.899994,1Y
Goldman Sachs,GS,2021-04-12,High Price,334.480011,1Y
Goldman Sachs,GS,2021-04-13,High Price,330.049988,1Y
Goldman Sachs,GS,2021-04-14,High Price,344.470001,1Y
Goldman Sachs,GS,2021-04-15,High Price,341.350006,1Y
Goldman Sachs,GS,2021-04-16,High Price,343.73999,1Y
Goldman Sachs,GS,2021-04-19,High Price,344.429993,1Y
Goldman Sachs,GS,2021-04-20,High Price,340.470001,1Y
Goldman Sachs,GS,2021-04-21,High Price,335.470001,1Y
Goldman Sachs,GS,2021-04-22,High Price,336.970001,1Y
Goldman Sachs,GS,2021-04-23,High Price,340.670013,1Y
Goldman Sachs,GS,2021-04-26,High Price,345.899994,1Y
Goldman Sachs,GS,2021-04-27,High Price,347.549988,1Y
Goldman Sachs,GS,2021-04-28,High Price,350.119995,1Y
Goldman Sachs,GS,2021-04-29,High Price,353.829987,1Y
Goldman Sachs,GS,2021-04-30,High Price,352.820007,1Y
Goldman Sachs,GS,2021-05-03,High Price,354.059998,1Y
Goldman Sachs,GS,2021-05-04,High Price,351.779999,1Y
Goldman Sachs,GS,2021-05-05,High Price,359.140015,1Y
Goldman Sachs,GS,2021-05-06,High Price,366.299988,1Y
Goldman Sachs,GS,2021-05-07,High Price,371.649994,1Y
Goldman Sachs,GS,2021-05-10,High Price,376.980011,1Y
Goldman Sachs,GS,2021-05-11,High Price,368.630005,1Y
Goldman Sachs,GS,2021-05-12,High Price,368.130005,1Y
Goldman Sachs,GS,2021-05-13,High Price,360.890015,1Y
Goldman Sachs,GS,2021-05-14,High Price,369.51001,1Y
Goldman Sachs,GS,2021-05-17,High Price,370.700012,1Y
Goldman Sachs,GS,2021-05-18,High Price,373.079987,1Y
Goldman Sachs,GS,2021-05-19,High Price,360,1Y
Goldman Sachs,GS,2021-05-20,High Price,361.950012,1Y
Goldman Sachs,GS,2021-05-21,High Price,367.140015,1Y
Goldman Sachs,GS,2021-05-24,High Price,369.720001,1Y
Goldman Sachs,GS,2021-05-25,High Price,373.769989,1Y
Goldman Sachs,GS,2021-05-26,High Price,368.790009,1Y
Goldman Sachs,GS,2021-05-27,High Price,373.549988,1Y
Goldman Sachs,GS,2021-05-28,High Price,373.070007,1Y
Goldman Sachs,GS,2020-06-01,Low Price,195.119995,1Y
Goldman Sachs,GS,2020-06-02,Low Price,201.320007,1Y
Goldman Sachs,GS,2020-06-03,Low Price,206.429993,1Y
Goldman Sachs,GS,2020-06-04,Low Price,207.960007,1Y
Goldman Sachs,GS,2020-06-05,Low Price,217.660004,1Y
Goldman Sachs,GS,2020-06-08,Low Price,218.240005,1Y
Goldman Sachs,GS,2020-06-09,Low Price,215.160004,1Y
Goldman Sachs,GS,2020-06-10,Low Price,212.800003,1Y
Goldman Sachs,GS,2020-06-11,Low Price,194.020004,1Y
Goldman Sachs,GS,2020-06-12,Low Price,196.210007,1Y
Goldman Sachs,GS,2020-06-15,Low Price,195.149994,1Y
Goldman Sachs,GS,2020-06-16,Low Price,203.729996,1Y
Goldman Sachs,GS,2020-06-17,Low Price,205.440002,1Y
Goldman Sachs,GS,2020-06-18,Low Price,202.669998,1Y
Goldman Sachs,GS,2020-06-19,Low Price,200.970001,1Y
Goldman Sachs,GS,2020-06-22,Low Price,200,1Y
Goldman Sachs,GS,2020-06-23,Low Price,203.639999,1Y
Goldman Sachs,GS,2020-06-24,Low Price,197.380005,1Y
Goldman Sachs,GS,2020-06-25,Low Price,197.610001,1Y
Goldman Sachs,GS,2020-06-26,Low Price,188.509995,1Y
Goldman Sachs,GS,2020-06-29,Low Price,188.660004,1Y
Goldman Sachs,GS,2020-06-30,Low Price,193.619995,1Y
Goldman Sachs,GS,2020-07-01,Low Price,195.520004,1Y
Goldman Sachs,GS,2020-07-02,Low Price,197.130005,1Y
Goldman Sachs,GS,2020-07-06,Low Price,201.130005,1Y
Goldman Sachs,GS,2020-07-07,Low Price,199.190002,1Y
Goldman Sachs,GS,2020-07-08,Low Price,199.020004,1Y
Goldman Sachs,GS,2020-07-09,Low Price,195,1Y
Goldman Sachs,GS,2020-07-10,Low Price,196.830002,1Y
Goldman Sachs,GS,2020-07-13,Low Price,207,1Y
Goldman Sachs,GS,2020-07-14,Low Price,207.009995,1Y
Goldman Sachs,GS,2020-07-15,Low Price,214.690002,1Y
Goldman Sachs,GS,2020-07-16,Low Price,213.5,1Y
Goldman Sachs,GS,2020-07-17,Low Price,211.25,1Y
Goldman Sachs,GS,2020-07-20,Low Price,210.25,1Y
Goldman Sachs,GS,2020-07-21,Low Price,210.389999,1Y
Goldman Sachs,GS,2020-07-22,Low Price,205.350006,1Y
Goldman Sachs,GS,2020-07-23,Low Price,202.050003,1Y
Goldman Sachs,GS,2020-07-24,Low Price,201.320007,1Y
Goldman Sachs,GS,2020-07-27,Low Price,199.589996,1Y
Goldman Sachs,GS,2020-07-28,Low Price,201.089996,1Y
Goldman Sachs,GS,2020-07-29,Low Price,199.619995,1Y
Goldman Sachs,GS,2020-07-30,Low Price,196.300003,1Y
Goldman Sachs,GS,2020-07-31,Low Price,196.509995,1Y
Goldman Sachs,GS,2020-08-03,Low Price,196.529999,1Y
Goldman Sachs,GS,2020-08-04,Low Price,198.479996,1Y
Goldman Sachs,GS,2020-08-05,Low Price,203.009995,1Y
Goldman Sachs,GS,2020-08-06,Low Price,203.830002,1Y
Goldman Sachs,GS,2020-08-07,Low Price,202.449997,1Y
Goldman Sachs,GS,2020-08-10,Low Price,208.039993,1Y
Goldman Sachs,GS,2020-08-11,Low Price,210.529999,1Y
Goldman Sachs,GS,2020-08-12,Low Price,209.270004,1Y
Goldman Sachs,GS,2020-08-13,Low Price,207.690002,1Y
Goldman Sachs,GS,2020-08-14,Low Price,206.610001,1Y
Goldman Sachs,GS,2020-08-17,Low Price,202.529999,1Y
Goldman Sachs,GS,2020-08-18,Low Price,201.100006,1Y
Goldman Sachs,GS,2020-08-19,Low Price,201.770004,1Y
Goldman Sachs,GS,2020-08-20,Low Price,200.339996,1Y
Goldman Sachs,GS,2020-08-21,Low Price,199.820007,1Y
Goldman Sachs,GS,2020-08-24,Low Price,201.320007,1Y
Goldman Sachs,GS,2020-08-25,Low Price,205.169998,1Y
Goldman Sachs,GS,2020-08-26,Low Price,205.029999,1Y
Goldman Sachs,GS,2020-08-27,Low Price,206.410004,1Y
Goldman Sachs,GS,2020-08-28,Low Price,207.089996,1Y
Goldman Sachs,GS,2020-08-31,Low Price,203.630005,1Y
Goldman Sachs,GS,2020-09-01,Low Price,203.009995,1Y
Goldman Sachs,GS,2020-09-02,Low Price,205.369995,1Y
Goldman Sachs,GS,2020-09-03,Low Price,205.830002,1Y
Goldman Sachs,GS,2020-09-04,Low Price,205.320007,1Y
Goldman Sachs,GS,2020-09-08,Low Price,201.270004,1Y
Goldman Sachs,GS,2020-09-09,Low Price,202.029999,1Y
Goldman Sachs,GS,2020-09-10,Low Price,199.550003,1Y
Goldman Sachs,GS,2020-09-11,Low Price,198.949997,1Y
Goldman Sachs,GS,2020-09-14,Low Price,200.669998,1Y
Goldman Sachs,GS,2020-09-15,Low Price,197.979996,1Y
Goldman Sachs,GS,2020-09-16,Low Price,198.070007,1Y
Goldman Sachs,GS,2020-09-17,Low Price,194.509995,1Y
Goldman Sachs,GS,2020-09-18,Low Price,192.380005,1Y
Goldman Sachs,GS,2020-09-21,Low Price,187.470001,1Y
Goldman Sachs,GS,2020-09-22,Low Price,188.429993,1Y
Goldman Sachs,GS,2020-09-23,Low Price,185.869995,1Y
Goldman Sachs,GS,2020-09-24,Low Price,187.050003,1Y
Goldman Sachs,GS,2020-09-25,Low Price,189.610001,1Y
Goldman Sachs,GS,2020-09-28,Low Price,197.149994,1Y
Goldman Sachs,GS,2020-09-29,Low Price,195.429993,1Y
Goldman Sachs,GS,2020-09-30,Low Price,198.360001,1Y
Goldman Sachs,GS,2020-10-01,Low Price,197.869995,1Y
Goldman Sachs,GS,2020-10-02,Low Price,195.289993,1Y
Goldman Sachs,GS,2020-10-05,Low Price,199.589996,1Y
Goldman Sachs,GS,2020-10-06,Low Price,199.899994,1Y
Goldman Sachs,GS,2020-10-07,Low Price,201.169998,1Y
Goldman Sachs,GS,2020-10-08,Low Price,204.110001,1Y
Goldman Sachs,GS,2020-10-09,Low Price,206.070007,1Y
Goldman Sachs,GS,2020-10-12,Low Price,207.410004,1Y
Goldman Sachs,GS,2020-10-13,Low Price,209.179993,1Y
Goldman Sachs,GS,2020-10-14,Low Price,210.270004,1Y
Goldman Sachs,GS,2020-10-15,Low Price,206.899994,1Y
Goldman Sachs,GS,2020-10-16,Low Price,205.809998,1Y
Goldman Sachs,GS,2020-10-19,Low Price,204.589996,1Y
Goldman Sachs,GS,2020-10-20,Low Price,206.470001,1Y
Goldman Sachs,GS,2020-10-21,Low Price,202.009995,1Y
Goldman Sachs,GS,2020-10-22,Low Price,202.199997,1Y
Goldman Sachs,GS,2020-10-23,Low Price,204.020004,1Y
Goldman Sachs,GS,2020-10-26,Low Price,198.509995,1Y
Goldman Sachs,GS,2020-10-27,Low Price,195.410004,1Y
Goldman Sachs,GS,2020-10-28,Low Price,188.940002,1Y
Goldman Sachs,GS,2020-10-29,Low Price,186.899994,1Y
Goldman Sachs,GS,2020-10-30,Low Price,185.520004,1Y
Goldman Sachs,GS,2020-11-02,Low Price,188.229996,1Y
Goldman Sachs,GS,2020-11-03,Low Price,193.220001,1Y
Goldman Sachs,GS,2020-11-04,Low Price,194.899994,1Y
Goldman Sachs,GS,2020-11-05,Low Price,199.059998,1Y
Goldman Sachs,GS,2020-11-06,Low Price,200.419998,1Y
Goldman Sachs,GS,2020-11-09,Low Price,209.369995,1Y
Goldman Sachs,GS,2020-11-10,Low Price,211.179993,1Y
Goldman Sachs,GS,2020-11-11,Low Price,215.029999,1Y
Goldman Sachs,GS,2020-11-12,Low Price,212.399994,1Y
Goldman Sachs,GS,2020-11-13,Low Price,215.410004,1Y
Goldman Sachs,GS,2020-11-16,Low Price,220.029999,1Y
Goldman Sachs,GS,2020-11-17,Low Price,218.330002,1Y
Goldman Sachs,GS,2020-11-18,Low Price,223.509995,1Y
Goldman Sachs,GS,2020-11-19,Low Price,222.110001,1Y
Goldman Sachs,GS,2020-11-20,Low Price,222.630005,1Y
Goldman Sachs,GS,2020-11-23,Low Price,225.729996,1Y
Goldman Sachs,GS,2020-11-24,Low Price,230.630005,1Y
Goldman Sachs,GS,2020-11-25,Low Price,232.429993,1Y
Goldman Sachs,GS,2020-11-27,Low Price,233.789993,1Y
Goldman Sachs,GS,2020-11-30,Low Price,230.360001,1Y
Goldman Sachs,GS,2020-12-01,Low Price,231.350006,1Y
Goldman Sachs,GS,2020-12-02,Low Price,231.580002,1Y
Goldman Sachs,GS,2020-12-03,Low Price,234.639999,1Y
Goldman Sachs,GS,2020-12-04,Low Price,236.949997,1Y
Goldman Sachs,GS,2020-12-07,Low Price,235.449997,1Y
Goldman Sachs,GS,2020-12-08,Low Price,236.580002,1Y
Goldman Sachs,GS,2020-12-09,Low Price,239.529999,1Y
Goldman Sachs,GS,2020-12-10,Low Price,239.509995,1Y
Goldman Sachs,GS,2020-12-11,Low Price,237.100006,1Y
Goldman Sachs,GS,2020-12-14,Low Price,237.389999,1Y
Goldman Sachs,GS,2020-12-15,Low Price,237.190002,1Y
Goldman Sachs,GS,2020-12-16,Low Price,241.119995,1Y
Goldman Sachs,GS,2020-12-17,Low Price,243,1Y
Goldman Sachs,GS,2020-12-18,Low Price,240.559998,1Y
Goldman Sachs,GS,2020-12-21,Low Price,248.759995,1Y
Goldman Sachs,GS,2020-12-22,Low Price,249.800003,1Y
Goldman Sachs,GS,2020-12-23,Low Price,251.300003,1Y
Goldman Sachs,GS,2020-12-24,Low Price,253.75,1Y
Goldman Sachs,GS,2020-12-28,Low Price,257,1Y
Goldman Sachs,GS,2020-12-29,Low Price,256.5,1Y
Goldman Sachs,GS,2020-12-30,Low Price,257.829987,1Y
Goldman Sachs,GS,2020-12-31,Low Price,258,1Y
Goldman Sachs,GS,2021-01-04,Low Price,260.160004,1Y
Goldman Sachs,GS,2021-01-05,Low Price,262.570007,1Y
Goldman Sachs,GS,2021-01-06,Low Price,273.100006,1Y
Goldman Sachs,GS,2021-01-07,Low Price,286.679993,1Y
Goldman Sachs,GS,2021-01-08,Low Price,285.059998,1Y
Goldman Sachs,GS,2021-01-11,Low Price,284.200012,1Y
Goldman Sachs,GS,2021-01-12,Low Price,296.019989,1Y
Goldman Sachs,GS,2021-01-13,Low Price,299.100006,1Y
Goldman Sachs,GS,2021-01-14,Low Price,303.540009,1Y
Goldman Sachs,GS,2021-01-15,Low Price,296.880005,1Y
Goldman Sachs,GS,2021-01-19,Low Price,293.799988,1Y
Goldman Sachs,GS,2021-01-20,Low Price,287.480011,1Y
Goldman Sachs,GS,2021-01-21,Low Price,288.529999,1Y
Goldman Sachs,GS,2021-01-22,Low Price,285.5,1Y
Goldman Sachs,GS,2021-01-25,Low Price,277.5,1Y
Goldman Sachs,GS,2021-01-26,Low Price,280.079987,1Y
Goldman Sachs,GS,2021-01-27,Low Price,271.320007,1Y
Goldman Sachs,GS,2021-01-28,Low Price,271.329987,1Y
Goldman Sachs,GS,2021-01-29,Low Price,270.619995,1Y
Goldman Sachs,GS,2021-02-01,Low Price,272,1Y
Goldman Sachs,GS,2021-02-02,Low Price,278,1Y
Goldman Sachs,GS,2021-02-03,Low Price,285.179993,1Y
Goldman Sachs,GS,2021-02-04,Low Price,289.519989,1Y
Goldman Sachs,GS,2021-02-05,Low Price,292.190002,1Y
Goldman Sachs,GS,2021-02-08,Low Price,294.5,1Y
Goldman Sachs,GS,2021-02-09,Low Price,297.700012,1Y
Goldman Sachs,GS,2021-02-10,Low Price,297.75,1Y
Goldman Sachs,GS,2021-02-11,Low Price,299.170013,1Y
Goldman Sachs,GS,2021-02-12,Low Price,301.769989,1Y
Goldman Sachs,GS,2021-02-16,Low Price,309.220001,1Y
Goldman Sachs,GS,2021-02-17,Low Price,308.76001,1Y
Goldman Sachs,GS,2021-02-18,Low Price,307.579987,1Y
Goldman Sachs,GS,2021-02-19,Low Price,310.230011,1Y
Goldman Sachs,GS,2021-02-22,Low Price,312.209991,1Y
Goldman Sachs,GS,2021-02-23,Low Price,310.579987,1Y
Goldman Sachs,GS,2021-02-24,Low Price,320.100006,1Y
Goldman Sachs,GS,2021-02-25,Low Price,326.290009,1Y
Goldman Sachs,GS,2021-02-26,Low Price,319.040009,1Y
Goldman Sachs,GS,2021-03-01,Low Price,323.309998,1Y
Goldman Sachs,GS,2021-03-02,Low Price,329.51001,1Y
Goldman Sachs,GS,2021-03-03,Low Price,333.25,1Y
Goldman Sachs,GS,2021-03-04,Low Price,323.920013,1Y
Goldman Sachs,GS,2021-03-05,Low Price,316.459991,1Y
Goldman Sachs,GS,2021-03-08,Low Price,329.100006,1Y
Goldman Sachs,GS,2021-03-09,Low Price,325.570007,1Y
Goldman Sachs,GS,2021-03-10,Low Price,331.529999,1Y
Goldman Sachs,GS,2021-03-11,Low Price,336.459991,1Y
Goldman Sachs,GS,2021-03-12,Low Price,343.640015,1Y
Goldman Sachs,GS,2021-03-15,Low Price,342,1Y
Goldman Sachs,GS,2021-03-16,Low Price,337.75,1Y
